# Constructed from biom file																																			
#OTU ID	B46	B23	B74	B67	B26	B07	B15	B39	B35	B70	B60	B40	B36	B47	B45	B59	B02	B06	B68	B50	B32	B77	B76	B106	B79	B99	B94	B101	B86	B44	B88	B20	B27	B89	taxonomy
OTU_1039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pyronemataceae; g__Cheilymenia
OTU_684	1	0	0	0	0	0	0	0	0	0	0	49	0	0	3	0	0	1	0	15	0	0	0	6	3	0	0	31	0	49	0	0	0	0	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Leucosporidiales; f__Leucosporidiaceae; g__Mastigobasidium; s__Mastigobasidium intermedium
OTU_3533	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__BLAST; p__Basidiomycota; c__; o__; f__; g__; s__uncultured Basidiomycota
OTU_1468	0	0	60	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	1	0	0	0	0	k__Fungi; p__Zygomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Zygomycota sp
OTU_467	6	0	0	0	0	0	2	6	14	0	0	0	2	0	0	0	0	3	0	0	0	19	1	2	11	6	0	0	5	4	2	9	1	57	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__Incertae sedis; g__Sporobolomyces; s__Sporobolomyces symmetricus
OTU_1473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	k__Fungi; p__Basidiomycota; c__Incertae sedis; o__Malasseziales; f__Malasseziaceae; g__Malassezia; s__Malassezia pachydermatis
OTU_303	0	1	0	0	23	0	1	1	29	1	0	0	4	1	0	0	0	6	0	5	0	0	4	0	0	0	0	442	2	94	10	3	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes
OTU_6014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__BLAST; p__Ascomycota; c__; o__; f__; g__; s__uncultured Ascomycota
OTU_10257	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Incertae sedis; f__Incertae sedis; g__Sarcinomyces; s__Sarcinomyces sp SL_2011
OTU_1482	0	17	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	10	0	0	0	k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Teloschistales; f__Physciaceae; g__Hyperphyscia; s__Hyperphyscia adglutinata
OTU_2648	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Basidiomycota; c__Ustilaginomycetes; o__Ustilaginales; f__Ustilaginaceae
OTU_332	3	14	0	0	7	1	1	35	0	3	0	0	5	3	0	3	0	11	0	0	0	4	3	38	0	0	72	2	2	0	2	1	2	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Curvularia
OTU_9907	0	17	0	0	2	0	3	7	2	7	13	0	27	3	1	4	15	0	0	0	4	0	1	3	5	1	4	8	4	7	0	0	8	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Incertae sedis; g__Myrothecium
OTU_2582	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	7	0	0	0	0	0	2	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__Claviceps
OTU_754	0	1	0	0	1	1	0	0	0	1	7	0	3	1	0	0	11	0	17	0	0	0	0	1	0	0	1	1	1	0	6	8	21	0	k__BLAST; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__; g__; s__Hypocreales sp. G24
OTU_2195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	k__BLAST; p__; c__; o__; f__; g__; s__uncultured fungus
OTU_149	1	15	0	0	1	0	0	3	7	25	0	19	3	0	1	2	0	1	0	2	55	1	2	53	3	178	2	5	1	1	82	32	2	0	k__BLAST; p__; c__; o__; f__; g__; s__uncultured fungus
OTU_5678	8	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	1	0	2	0	0	0	0	k__BLAST; p__; c__; o__; f__; g__; s__uncultured fungus
OTU_2362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi sp
OTU_3984	1	4	0	1	0	1	11	2	15	0	4	0	2	5	14	0	1	1	0	1	1	0	1	1	1	0	6	0	17	1	2	0	0	7	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae
OTU_3122	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota
OTU_239	0	0	0	1	0	0	1	0	3	0	9	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	5	0	0	0	0	1	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Glomerellales; f__Apiosporaceae; g__Arthrinium
OTU_171	0	0	1	1	0	0	0	0	17	0	0	4	0	0	3	0	0	0	0	39	0	0	2	2	0	1	6	29	1	1	1	22	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__unidentified; g__unidentified; s__Eurotiales sp
OTU_3755	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	k__Fungi; p__Ascomycota; c__Incertae sedis; o__Incertae sedis; f__Pseudeurotiaceae
OTU_1171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Xenasmataceae; g__Xenasmatella
OTU_4249	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	k__BLAST; p_unassigned(Chaetopsinectria chaetopsinae)
OTU_694	3	0	0	2	0	0	1	1	2	0	0	3	1	3	0	4	0	0	0	4	5	1	1	10	0	5	7	2	0	2	1	1	5	23	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Incertae sedis; g__Sarocladium
OTU_499	9	0	0	0	0	77	1	4	0	2	0	0	1	1	0	0	0	0	0	2	0	0	0	18	0	0	0	0	0	3	0	28	0	0	k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Teloschistales; f__Caliciaceae; g__Amandinea; s__Amandinea punctata
OTU_481	4	0	0	0	2	2	1	1	5	1	0	0	1	3	0	2	0	4	21	0	6	0	4	19	0	3	3	9	1	9	13	5	3	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Incertae sedis; f__Incertae sedis; g__Myrmecridium
OTU_796	2	0	0	0	0	0	0	6	0	0	0	2	0	1	2	5	7	0	0	2	1	8	2	0	0	3	5	2	12	4	0	4	0	1	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Ascomycota sp
OTU_1346	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	5	0	1	0	1	0	0	1	3	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Microascales
OTU_961	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	5	0	0	0	2	0	0	0	11	0	8	0	2	0	0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae sedis
OTU_1122	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	6	2	0	0	5	0	1	1	2	0	0	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__Incertae sedis; g__Sporobolomyces; s__Sporobolomyces elongatus
OTU_917	0	0	0	0	3	0	1	0	9	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	13	0	1	5	1	0	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Incertae sedis; g__Peyronellaea
OTU_550	2	0	0	2	6	3	8	1	1	0	10	0	1	6	0	0	0	11	0	0	2	28	0	5	21	0	2	2	3	9	7	2	0	8	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Incertae sedis; g__Toxicocladosporium
OTU_3139	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Incertae sedis
OTU_3824	0	6	0	1	2	0	2	0	1	0	6	2	1	13	3	4	6	1	0	0	2	0	0	0	2	0	2	2	0	1	0	8	0	1	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__unidentified; s__Pleosporaceae sp
OTU_4151	0	0	0	2	6	11	0	2	1	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	1	0	0	1	0	6	7	21	0	0	k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Teloschistales; f__Physciaceae; g__Physcia; s__Physcia sp
OTU_1234	1	0	0	0	1	0	0	0	0	0	0	6	2	1	0	0	0	2	2	0	0	0	1	0	0	0	0	0	1	0	6	4	1	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales
OTU_1419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales
OTU_2061	1	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	1	0	2	1	3	0	0	2	0	0	1	2	1	0	k__Fungi; p__Basidiomycota; c__Cystobasidiomycetes; o__Erythrobasidiales; f__Incertae sedis; g__Erythrobasidium; s__Erythrobasidium hasegawianum
OTU_3901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__BLAST; p__Ascomycota; c__Dothideomycetes; o__; f__Tubeufiaceae; g__Acanthostigma; s__Acanthostigma filiforme
OTU_3591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Montagnulaceae
OTU_522	1	0	0	191	2	5	0	0	0	0	0	26	0	0	1	0	20	2	0	0	1	0	0	2	0	2	0	0	3	7	0	7	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Leptosphaeriaceae
OTU_872	14	0	0	0	0	0	0	0	0	0	13	0	2	1	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	k__BLAST; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Rodwayella; s__Rodwayella citrinula
OTU_620	0	0	0	0	7	1	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	6	0	104	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Verrucariales; f__Verrucariaceae
OTU_1720	1	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	7	0	6	0	0	0	0	0	0	0	0	1	0	5	8	k__BLAST; p__; c__; o__; f__; g__; s__uncultured ectomycorrhizal fungus
OTU_1059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	2	0	2	1	0	1	0	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Meruliaceae; g__Hyphoderma
OTU_3796	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	k__BLAST; p__Ascomycota; c__; o__; f__; g__; s__uncultured Ascomycota
OTU_1776	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	6	2	2	0	1	0	0	8	0	6	0	0	1	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Coniochaetales
OTU_1809	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae sedis; g__Peterozyma; s__Peterozyma xylosa
OTU_665	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	4	0	16	7	1	20	k__BLAST; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Typhulaceae; g__Typhula; s__Typhula sp. UW97.3.129
OTU_1507	0	0	0	0	0	0	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	10	2	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales
OTU_1697	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Auriculariales
OTU_143	0	0	0	0	3	2	0	0	52	2	0	0	0	0	0	0	0	0	17	2	3	8	7	8	0	38	0	1	20	1	18	41	3	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__unidentified; s__Lasiosphaeriaceae sp
OTU_253	4	0	0	92	0	13	1	3	88	0	0	6	4	4	2	0	0	0	0	13	0	3	4	19	0	4	3	32	2	3	5	0	0	1	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Botryosphaeriales; f__Botryosphaeriaceae; g__Dothiorella
OTU_874	0	0	0	0	0	0	0	0	13	0	0	0	2	2	0	0	13	0	0	1	1	0	2	0	0	7	0	3	17	1	6	3	0	3	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales
OTU_3849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	k__BLAST; p__; c__; o__; f__; g__; s__uncultured fungus
OTU_1067	1	8	0	0	0	2	0	0	1	1	0	0	4	0	0	0	0	0	0	0	5	0	3	1	3	0	0	3	5	0	4	2	0	7	k__BLAST; p__; c__; o__; f__; g__; s__fungal endophyte sp. SS-1353
OTU_487	1	2	0	3	0	2	1	0	0	1	0	0	1	0	1	0	0	10	0	0	3	0	4	0	0	0	0	1	0	4	1	1	0	3	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Ascomycota sp
OTU_921	2	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	3	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales
OTU_4462	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__BLAST; p__; c__Heterolobosea; o__Schizopyrenida; f__Vahlkampfiidae; g__Allovahlkampfia; s__Allovahlkampfia sp. SG-2014d
OTU_702	4	11	51	0	0	0	0	2	7	9	0	0	2	0	1	0	0	0	0	0	0	8	1	0	2	5	0	2	5	5	2	0	0	15	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__Incertae sedis; g__Sporobolomyces
OTU_1009	0	0	0	0	9	1	0	6	0	0	0	0	8	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	1	0	2	1	0	6	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Leptosphaeriaceae
OTU_3764	0	5	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales
OTU_531	0	0	28	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	1	0	2	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae
OTU_1349	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	2	0	1	0	1	0	0	1	0	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales
OTU_1267	1	0	0	0	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	2	5	0	0	2	0	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Diaporthales; f__Diaporthaceae; g__Diaporthe
OTU_1650	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Phaeosphaeriaceae; g__Phaeosphaeria; s__Phaeosphaeria sp
OTU_2584	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__BLAST; p__; c__; o__; f__; g__; s__uncultured fungus
OTU_406	6	0	0	0	1	0	1	2	0	2	0	0	18	1	2	0	0	0	0	8	3	21	1	1	0	0	3	16	0	2	0	0	7	15	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales
OTU_2566	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	k__BLAST; p__Basidiomycota; c__; o__Septobasidiales; f__Septobasidiaceae; g__Septobasidium; s__Septobasidium kameii
OTU_3419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	3	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Incertae sedis; f__Myxotrichaceae; g__Oidiodendron
OTU_3363	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	2	0	0	0	0	2	1	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Incertae sedis; g__Tetracladium
OTU_1574	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__BLAST; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__; g__Candida; s__Candida versatilis
OTU_1899	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__unidentified; f__unidentified; g__unidentified; s__Leotiomycetes sp
OTU_878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Clavulinaceae; g__unidentified; s__Clavulinaceae sp
OTU_2697	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	4	0	0	k__BLAST; p__Chytridiomycota; c__Chytridiomycetes; o__Rhizophydiales; f__Protrudomycetaceae; g__Protrudomyces; s__Protrudomyces lateralis
OTU_1184	0	0	0	0	12	2	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	3	1	0	0	0	0	0	0	1	6	0	3	k__BLAST; p__; c__; o__; f__; g__; s__fungal endophyte
OTU_11135	0	0	0	0	4	0	0	1	0	0	0	3	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	2	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Rhinocladiella
OTU_1063	0	0	0	0	1	0	0	0	29	0	0	1	0	0	0	0	13	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Hymenochaetales; f__Schizoporaceae; g__Hyphodontia; s__Hyphodontia palmae
OTU_2340	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	1	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Peniophoraceae
OTU_2839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__BLAST; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Sympoventuriaceae; g__Ochroconis; s__Ochroconis gamsii
OTU_13762	5	2	4	2	2	0	4	5	0	0	8	0	2	1	0	11	1	3	2	3	14	7	2	1	0	0	13	2	3	0	5	3	0	3	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales
OTU_10412	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	2	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales
OTU_13038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__BLAST; p__; c__; o__; f__; g__; s__uncultured fungus
OTU_4625	2	0	0	0	0	1	2	1	0	1	0	6	1	2	1	0	0	1	0	0	1	0	1	2	0	2	0	0	0	0	4	2	7	34	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Leptosphaeriaceae; g__Coniothyrium
OTU_647	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	3	8	66	0	k__BLAST; p__Ascomycota; c__Dothideomycetes; o__; f__; g__; s__Dothideomycetes sp. WF112
OTU_716	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	15	0	0	6	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Coniochaetales; f__Coniochaetaceae; g__Lecythophora
OTU_1673	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	k__BLAST; p_unassigned(Scutellospora coralloidea)
OTU_12475	6	12	23	5	66	38	6	37	27	219	3	17	23	14	34	0	12	20	1	11	3	38	20	4	41	78	9	19	29	32	21	17	11	15	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Dothideales; f__Dothioraceae
OTU_854	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	1	0	0	0	0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Incertae sedis
OTU_679	6	2	0	0	11	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	11	7	0	0	0	0	1	1	2	4	0	3	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Exophiala
OTU_563	0	30	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes
OTU_1344	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Incertae sedis; g__Cryptococcus
OTU_1367	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	6	0	0	0	0	0	0	0	2	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Dothideales
OTU_12314	0	0	0	0	9	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	2	0	0	1	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Teratosphaeriaceae; g__unidentified; s__Teratosphaeriaceae sp
OTU_986	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	97	0	0	0	0	0	0	2	6	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes
OTU_364	1	0	75	0	15	0	0	4	5	1	0	0	9	2	3	0	0	1	59	10	6	3	4	14	2	0	6	10	3	6	2	51	17	4	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Chaetothyriaceae; g__Cyphellophora
OTU_5733	0	7	0	0	1	3	0	2	0	0	0	0	3	2	1	3	0	4	0	0	0	6	1	14	0	0	38	0	1	0	1	31	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Curvularia
OTU_847	11	0	0	0	0	0	0	1	0	0	0	0	2	1	0	2	5	0	9	1	3	13	0	4	8	0	1	8	6	1	0	10	1	21	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__Incertae sedis; g__Rhodotorula
OTU_490	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	1	0	0	0	1	0	4	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__Incertae sedis; g__Sporobolomyces
OTU_972	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Botryosphaeriales; f__Botryosphaeriaceae; g__Phyllosticta
OTU_349	0	0	0	0	2	4	0	0	1	3	0	13	0	0	2	0	0	9	0	3	0	0	1	6	1	0	0	13	0	30	9	14	4	3	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Leucosporidiales; f__Leucosporidiaceae; g__Leucosporidiella
OTU_968	0	90	0	0	1	0	1	3	0	0	0	0	1	0	5	0	0	1	0	0	0	3	6	0	0	1	0	1	0	2	3	0	2	2	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Humicola
OTU_1163	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__BLAST; p__; c__; o__; f__; g__; s__uncultured fungus
OTU_1192	0	0	0	0	0	1	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	4	0	7	0	0	0	0	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__Incertae sedis; g__Rhodosporidium
OTU_1878	0	0	49	8	0	4	0	1	4	0	0	0	1	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	6	3	25	0	0	1	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Lophiostomataceae; g__Lophiostoma
OTU_2743	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__BLAST; p__; c__; o__; f__; g__; s__uncultured fungus
